datetime,25-EC,26-EC,27-EC,34-EC,35-EC,36-EC,63-EC,64-EC,65-EC,67-EC,8--EC,9--EC,mean_electric
2021-05-19,18340.9,9203.75,10221.9,35755.4,37244.05,29624.65,44890.35,15655.95,79973.7,11655.65,23336.95,14976.2,27573.2875
2021-05-20,17938.8,9866.75,9374.15,36741.3,51373.5,28530.8,65192.05,22614.55,78516.0,11173.15,48861.55,18386.65,33214.104166666664
2021-05-21,18547.1,9020.15,9243.65,29548.9,41946.75,25667.5,23782.15,8757.2,100104.3,11205.45,19993.3,17661.35,26289.816666666666
2021-05-22,20615.9,10508.25,9666.85,43580.55,45438.9,24385.6,1489.25,15256.55,113270.45,10918.0,28013.55,14831.6,28164.620833333334
2021-05-23,20783.55,5767.0,11971.7,28036.1,42593.4,35083.9,4721.55,9801.25,59967.9,10902.2,29316.1,20520.1,23288.729166666668
2021-05-24,16955.6,8927.15,8526.7,33286.75,54841.0,31382.5,32084.2,19884.85,104537.85,12388.35,26340.15,16453.65,30467.395833333332
2021-05-25,21518.85,8523.8,11036.9,24447.9,45383.35,22682.4,49531.3,19828.8,70585.75,11948.4,32577.3,16097.2,27846.829166666666
2021-05-26,18780.7,10745.35,9565.0,24430.5,54260.65,29132.25,66527.5,17873.35,93739.6,10560.6,52362.15,14641.4,33551.5875
2021-05-27,22386.3,10545.35,6447.1,36986.5,65255.85,31657.8,55389.95,22057.8,79391.55,11283.65,45103.1,19690.85,33849.65
2021-05-28,21059.65,10498.95,9612.35,36270.8,39167.3,25767.55,45651.25,11745.55,98140.43333333333,12168.9,39184.55,20203.3,30789.215277777777
2021-05-29,17805.95,4940.85,13010.15,28216.25,43892.35,31015.7,43551.2,12443.0,69233.25,10785.3,37622.2,20118.2,27719.533333333333
2021-05-30,23769.05,6616.9,7691.4,26212.8,50152.8,35878.95,44315.8,26162.0,104741.7,16003.35,19596.3,20440.25,31798.441666666666
2021-05-31,22409.95,5880.55,7679.9,31268.75,50753.35,27112.75,30206.45,14331.1,75139.35,22258.45,30668.1,17753.45,27955.179166666665
2021-06-01,20597.7,2937.4,9040.65,38539.95,31441.85,25090.15,39825.95,18775.5,59441.05,27620.85,30163.0,15074.4,26545.704166666666
